"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Gm162261",0.00109869875381016,0.290925140838768,0.077,0.048,1,"CM2","Gm16226"
"Neil21",0.00110022416570875,0.187017945085291,0.054,0.031,1,"CM2","Neil2"
"Gm16043",0.00110628482662138,1.03962650401946,0.02,0.008,1,"CM2","Gm16043"
"Gm108551",0.00110653463600897,0.352523886241089,0.077,0.048,1,"CM2","Gm10855"
"Platr311",0.0011111772483221,0.317447146858115,0.064,0.038,1,"CM2","Platr31"
"Tram2",0.00111173328932785,0.24352711085538,0.078,0.05,1,"CM2","Tram2"
"Gm108471",0.00111413518084276,0.894072287135811,0.025,0.011,1,"CM2","Gm10847"
"Tnr1",0.0011201346138091,0.300051072998346,0.089,0.058,1,"CM2","Tnr"
"Fam161a",0.00114606978236295,0.783892371058215,0.021,0.009,1,"CM2","Fam161a"
"Gm41171",0.00114722502066411,0.2158168211514,0.077,0.049,1,"CM2","Gm4117"
"Dhdh",0.00114818865415826,0.362992588406813,0.061,0.037,1,"CM2","Dhdh"
"Gm272411",0.00116126378639389,0.287219289643728,0.093,0.061,1,"CM2","Gm27241"
"Gm168451",0.00116205930913199,0.327408190694994,0.054,0.031,1,"CM2","Gm16845"
"Itgbl11",0.00116757125571135,0.291923638366077,0.051,0.029,1,"CM2","Itgbl1"
"Mettl81",0.00117780784357298,0.153355863222588,0.09,0.059,1,"CM2","Mettl8"
"Lca5l1",0.00118579996707911,0.266422151978038,0.051,0.029,1,"CM2","Lca5l"
"Fam227a",0.00119280881046156,0.270969910419686,0.039,0.02,1,"CM2","Fam227a"
"2500002B13Rik1",0.00119686645775571,0.242184643667315,0.086,0.056,1,"CM2","2500002B13Rik"
"Gm377681",0.00121437940987705,0.414761979353216,0.072,0.045,1,"CM2","Gm37768"
"Ttc39c1",0.00122171504649399,0.250481576933499,0.075,0.047,1,"CM2","Ttc39c"
"Uhrf1bp11",0.00122988061548647,0.14402706938606,0.073,0.045,1,"CM2","Uhrf1bp1"
"Slc25a471",0.00123643897506187,0.439346462316373,0.059,0.035,1,"CM2","Slc25a47"
"Gcnt7",0.0012430520043568,0.636114085836645,0.03,0.014,1,"CM2","Gcnt7"
"Pkn11",0.00125638292510165,0.106149355076062,0.114,0.077,1,"CM2","Pkn1"
"4930586N03Rik1",0.00125649496703068,0.35867810880696,0.044,0.024,1,"CM2","4930586N03Rik"
"4933421O10Rik",0.00127104189032073,0.332806543857991,0.038,0.02,1,"CM2","4933421O10Rik"
"Pim2",0.00127732392739243,0.96078199287978,0.017,0.006,1,"CM2","Pim2"
"Slc26a6",0.0012874199612061,0.576143494243034,0.017,0.006,1,"CM2","Slc26a6"
"Zfp553",0.00129161518411569,0.429093612746349,0.041,0.022,1,"CM2","Zfp553"
"Gm13830",0.00131819230874667,0.940635660208149,0.014,0.005,1,"CM2","Gm13830"
"Zfp39",0.00131858698799072,0.438643033304996,0.037,0.019,1,"CM2","Zfp39"
"Gm122271",0.00132078836194817,0.645162858480722,0.031,0.015,1,"CM2","Gm12227"
"Plekhf1",0.00132775939637104,0.121510811150574,0.05,0.028,1,"CM2","Plekhf1"
"B230110C06Rik1",0.00133046357869947,0.359890832027174,0.041,0.022,1,"CM2","B230110C06Rik"
"Gm15545",0.00133508472933221,0.221733056651769,0.041,0.022,1,"CM2","Gm15545"
"Gm12064",0.00133658968299371,0.553359631364842,0.026,0.012,1,"CM2","Gm12064"
"Gorab",0.0013612889723268,0.266354626174379,0.042,0.022,1,"CM2","Gorab"
"Bfsp2",0.00136239512646352,0.689102151826025,0.031,0.015,1,"CM2","Bfsp2"
"Nadsyn1",0.00136467654756284,0.238504977955344,0.033,0.016,1,"CM2","Nadsyn1"
"Gm47689",0.00137164832870191,1.15435132867341,0.02,0.008,1,"CM2","Gm47689"
"Hs3st1",0.00138239028560146,0.297423613227947,0.025,0.011,1,"CM2","Hs3st1"
"Arid5a",0.00138905999361774,0.29529382240858,0.031,0.015,1,"CM2","Arid5a"
"4930539J05Rik1",0.00139518040068568,0.978198415358177,0.021,0.009,1,"CM2","4930539J05Rik"
"Cc2d1b",0.00141010010441898,0.133577438384647,0.063,0.038,1,"CM2","Cc2d1b"
"Rbm12b11",0.00143643299393786,0.360021024137017,0.072,0.045,1,"CM2","Rbm12b1"
"Gm13610",0.0014389288667152,0.714420107103436,0.02,0.008,1,"CM2","Gm13610"
"4930404N11Rik",0.00144005674427755,0.73259472093739,0.02,0.008,1,"CM2","4930404N11Rik"
"C330011M18Rik",0.00144199837998602,0.675793071237056,0.022,0.009,1,"CM2","C330011M18Rik"
"Gm17090",0.00144457640339816,0.851302691278119,0.02,0.008,1,"CM2","Gm17090"
"Gm50044",0.00145975825902075,0.694010752632303,0.022,0.009,1,"CM2","Gm50044"
"Gm48342",0.00146723526639129,1.11983207520424,0.013,0.004,1,"CM2","Gm48342"
"Zbtb9",0.0014889805461182,0.191716704170187,0.048,0.027,1,"CM2","Zbtb9"
"Srp54c",0.00150710879155766,0.492235019549175,0.044,0.025,1,"CM2","Srp54c"
"Cgas",0.00151201947811041,0.521063538396929,0.016,0.006,1,"CM2","Cgas"
"Gm35172",0.00151958097798036,0.952202889826331,0.016,0.006,1,"CM2","Gm35172"
"Spout1",0.00152013593691519,0.331724165274311,0.03,0.015,1,"CM2","Spout1"
"Grik5",0.00152764397249978,0.288475576865024,0.069,0.043,1,"CM2","Grik5"
"Col4a4",0.00153116673976816,0.330773593938766,0.043,0.024,1,"CM2","Col4a4"
"Zfp990",0.00154843453198704,0.873115735965233,0.031,0.016,1,"CM2","Zfp990"
"Nrcam",0.00155368908003968,0.608404994221099,0.016,0.006,1,"CM2","Nrcam"
"Iqce",0.00155477714690878,0.241259479460742,0.044,0.025,1,"CM2","Iqce"
"Gm351101",0.00156810911699348,0.793615318413988,0.029,0.014,1,"CM2","Gm35110"
"5730419F03Rik",0.00157353991137482,1.46253589554083,0.012,0.004,1,"CM2","5730419F03Rik"
"Ptprn2",0.0015749849587136,0.54376757570312,0.026,0.012,1,"CM2","Ptprn2"
"Trcg1",0.00157528161525259,1.41960296117093,0.012,0.004,1,"CM2","Trcg1"
"Olfr1459",0.00157789749937731,1.44379528401668,0.012,0.004,1,"CM2","Olfr1459"
"Gm34829",0.00159808586850797,1.03452141116237,0.012,0.004,1,"CM2","Gm34829"
"4930447N08Rik",0.00160442436587654,1.04745973908286,0.01,0.003,1,"CM2","4930447N08Rik"
"1500015A07Rik1",0.00160738371390079,0.389779675642374,0.069,0.043,1,"CM2","1500015A07Rik"
"Mcf2l",0.0016078058578193,0.295490243234169,0.031,0.016,1,"CM2","Mcf2l"
"Gm43301",0.00161138000083765,0.957159419842437,0.012,0.004,1,"CM2","Gm43301"
"Gm15965",0.00161138001172423,0.898164332857556,0.012,0.004,1,"CM2","Gm15965"
"Gm39326",0.00161589810214104,0.630667963838817,0.025,0.011,1,"CM2","Gm39326"
"Terb1",0.00163114663703064,0.891521855285454,0.01,0.003,1,"CM2","Terb1"
"Gm289411",0.00164497464116981,0.671625325684061,0.025,0.011,1,"CM2","Gm28941"
"Pla2g5",0.00165316353132925,0.686984519162965,0.024,0.01,1,"CM2","Pla2g5"
"Gm435811",0.00165918896479366,0.110975649319987,0.108,0.073,1,"CM2","Gm43581"
"Catsper21",0.00168962247621682,0.247241443895695,0.086,0.057,1,"CM2","Catsper2"
"Prx",0.00170830672397913,0.928281499773918,0.018,0.007,1,"CM2","Prx"
"Lrrc45",0.00171849775885087,0.400546625426912,0.033,0.016,1,"CM2","Lrrc45"
"Tnfrsf191",0.00172186752562488,0.286716741181128,0.063,0.038,1,"CM2","Tnfrsf19"
"Serpini1",0.0017256853888009,0.221807252957544,0.024,0.01,1,"CM2","Serpini1"
"A230083G16Rik",0.00173598879043081,1.09511588228826,0.018,0.007,1,"CM2","A230083G16Rik"
"Gm32618",0.00174894514620283,1.41459982528683,0.014,0.005,1,"CM2","Gm32618"
"Shank2",0.00175226080987436,0.771243136698621,0.014,0.005,1,"CM2","Shank2"
"Ccdc38",0.00177060049358608,1.057503441636,0.014,0.005,1,"CM2","Ccdc38"
"4931428F04Rik",0.00178257668913844,0.480127046630146,0.044,0.025,1,"CM2","4931428F04Rik"
"Gm4285",0.00180435668655237,0.171123662657624,0.035,0.018,1,"CM2","Gm4285"
"Gm3970",0.00180439813657006,0.890002615088511,0.014,0.005,1,"CM2","Gm3970"
"5730403I07Rik1",0.00181604680330144,0.847902736088324,0.026,0.012,1,"CM2","5730403I07Rik"
"Snapc1",0.00185890406711562,0.111365023596301,0.128,0.089,1,"CM2","Snapc1"
"Snrnp35",0.00186541605906678,0.219685363776743,0.048,0.028,1,"CM2","Snrnp35"
"Gm136011",0.00189598787789503,0.612523508487022,0.048,0.028,1,"CM2","Gm13601"
"Gm35871",0.00190726071136313,0.198626074068036,0.072,0.045,1,"CM2","Gm3587"
"Tspyl5",0.00193953019011429,0.166834635054188,0.044,0.025,1,"CM2","Tspyl5"
"Telo21",0.00194471292300041,0.234344081901494,0.06,0.036,1,"CM2","Telo2"
"Gm161261",0.00194747891571545,0.502513310016949,0.051,0.03,1,"CM2","Gm16126"
"0610040J01Rik",0.00198196417817183,0.897008990869833,0.016,0.006,1,"CM2","0610040J01Rik"
"1700028K03Rik",0.0019905345744567,0.897858324864632,0.027,0.013,1,"CM2","1700028K03Rik"
"Gm487421",0.00199079132300437,0.246246399184886,0.086,0.057,1,"CM2","Gm48742"
"Dbndd1",0.00202328593359625,0.524546472454936,0.025,0.011,1,"CM2","Dbndd1"
"Gm44317",0.00202505109402128,0.793853345727406,0.016,0.006,1,"CM2","Gm44317"
"Pate2",0.00204405653888819,0.16273294750992,0.029,0.014,1,"CM2","Pate2"
"Ganc1",0.00204900456936774,0.156292171762083,0.139,0.099,1,"CM2","Ganc"
"Gm16141",0.00205068663415987,0.651664865985527,0.037,0.019,1,"CM2","Gm16141"
"Fgfbp31",0.00206029532762205,0.268729974836897,0.052,0.031,1,"CM2","Fgfbp3"
"Pglyrp1",0.00206331632085388,0.728247898241709,0.013,0.004,1,"CM2","Pglyrp1"
"Lrrc75aos2",0.00207079989233643,1.29212429787275,0.017,0.007,1,"CM2","Lrrc75aos2"
"Pappa1",0.00210859983419983,0.377618051478043,0.076,0.049,1,"CM2","Pappa"
"Snx81",0.00212574366305092,0.244221865396633,0.085,0.056,1,"CM2","Snx8"
"Gm44710",0.00212969773849597,0.720476719507339,0.022,0.01,1,"CM2","Gm44710"
"Gm174841",0.00213391254128911,0.372251135576858,0.034,0.018,1,"CM2","Gm17484"
"Eva1c",0.00213554598687351,0.836761588343755,0.02,0.008,1,"CM2","Eva1c"
"Gm364231",0.00214212378907165,0.751583322717075,0.026,0.012,1,"CM2","Gm36423"
"Rcc1l1",0.00215959540934228,0.25636038790428,0.101,0.069,1,"CM2","Rcc1l"
"Fbxo46",0.00216389786423736,0.460276939386258,0.039,0.021,1,"CM2","Fbxo46"
"Zfp9711",0.00216781577254671,0.352373385222032,0.055,0.033,1,"CM2","Zfp971"
"Pla2g15",0.0021729787806085,0.520873040061195,0.037,0.019,1,"CM2","Pla2g15"
"Shld3",0.00218638998266398,0.966699111082312,0.02,0.008,1,"CM2","Shld3"
"Gmip",0.00218879061800119,0.327744493955573,0.022,0.01,1,"CM2","Gmip"
"Gm29488",0.00219878788719226,1.07457941131949,0.018,0.007,1,"CM2","Gm29488"
"Med201",0.00220780930915894,0.125590727150286,0.095,0.064,1,"CM2","Med20"
"1700022I11Rik",0.00221664340960614,0.373063406219282,0.035,0.019,1,"CM2","1700022I11Rik"
"Acsf3",0.00222636041964932,0.326353549269582,0.051,0.03,1,"CM2","Acsf3"
"Eya11",0.00223131788292478,0.4361146922765,0.055,0.033,1,"CM2","Eya1"
"B930095G15Rik1",0.00223821407705838,0.410453423085494,0.051,0.03,1,"CM2","B930095G15Rik"
"4930470G03Rik",0.00224825576715448,0.771535380718694,0.018,0.007,1,"CM2","4930470G03Rik"
"Gm142961",0.00226944412033323,0.311393435812412,0.081,0.053,1,"CM2","Gm14296"
"Tmem79",0.00227098681858113,0.538854374428534,0.021,0.009,1,"CM2","Tmem79"
"Hist1h3f",0.00227360145285924,0.540643076213243,0.02,0.008,1,"CM2","Hist1h3f"
"4921504A21Rik1",0.00228040729456728,0.220776119148198,0.048,0.028,1,"CM2","4921504A21Rik"
"Tmem231",0.00228315980082245,0.458675360207591,0.021,0.009,1,"CM2","Tmem231"
"Gm106491",0.00230362961167014,0.507337711109141,0.042,0.023,1,"CM2","Gm10649"
"Trim36",0.00230380650589694,1.11439717994804,0.012,0.004,1,"CM2","Trim36"
"Mss511",0.0023158586350217,0.134730395262851,0.078,0.051,1,"CM2","Mss51"
"Hist2h3b",0.00232702721553987,0.111365542863576,0.012,0.004,1,"CM2","Hist2h3b"
"Mief2",0.00233771970318543,0.246553458273355,0.056,0.034,1,"CM2","Mief2"
"Gm381551",0.00234572800139483,0.689722698122804,0.043,0.024,1,"CM2","Gm38155"
"Tex35",0.00234982180639667,1.28465553779861,0.014,0.005,1,"CM2","Tex35"
"Heatr31",0.00236765708723308,0.141300132000079,0.125,0.089,1,"CM2","Heatr3"
"Tmem43",0.0023701956341022,0.292792505915174,0.035,0.019,1,"CM2","Tmem43"
"Ptpre",0.002373406651008,0.100540194769376,0.037,0.019,1,"CM2","Ptpre"
"Gm55321",0.00238264411648377,0.27584347739168,0.065,0.041,1,"CM2","Gm5532"
"Tspyl21",0.00239168388079093,0.406820230388087,0.042,0.023,1,"CM2","Tspyl2"
"Aoc2",0.00240049181676792,1.52242291450429,0.01,0.003,1,"CM2","Aoc2"
"Wars21",0.00240075707443,0.171708351511307,0.157,0.115,1,"CM2","Wars2"
"Gm44941",0.00241010553108683,1.37173341095681,0.01,0.003,1,"CM2","Gm44941"
"Gm365691",0.00241641048914065,0.288657651278446,0.094,0.063,1,"CM2","Gm36569"
"Dennd3",0.00241832274814661,0.514085288544436,0.027,0.013,1,"CM2","Dennd3"
"Gm26873",0.00243412788028907,0.827086611265778,0.029,0.014,1,"CM2","Gm26873"
"B430319H21Rik",0.0024405499516155,1.38732228776864,0.01,0.003,1,"CM2","B430319H21Rik"
"Gm47819",0.00244612296734424,1.05708115259587,0.01,0.003,1,"CM2","Gm47819"
"Lancl1",0.00245385430153975,0.11331958693981,0.122,0.085,1,"CM2","Lancl1"
"Gm175451",0.00247016869670927,0.263332330457902,0.039,0.021,1,"CM2","Gm17545"
"Pramef8",0.00247460671869085,0.427216000411704,0.048,0.028,1,"CM2","Pramef8"
"Asb5",0.00248361672557695,0.172476306212321,0.06,0.037,1,"CM2","Asb5"
"Gm330371",0.00248987444380832,0.772133366408346,0.029,0.014,1,"CM2","Gm33037"
"Ccdc7a1",0.00251131096528957,0.641671886396025,0.033,0.017,1,"CM2","Ccdc7a"
"Gm374591",0.00254441042171269,0.24447201300811,0.044,0.025,1,"CM2","Gm37459"
"Ddx311",0.00254739814379936,0.132963728148374,0.073,0.047,1,"CM2","Ddx31"
"Azin21",0.00257805087564396,0.358554099513577,0.043,0.024,1,"CM2","Azin2"
"4632428C04Rik1",0.00258053597036404,0.531158022336632,0.039,0.022,1,"CM2","4632428C04Rik"
"BC0240631",0.00261227097039331,0.354914069078392,0.048,0.028,1,"CM2","BC024063"
"6430590A07Rik1",0.00261614072814939,0.145043236181282,0.071,0.045,1,"CM2","6430590A07Rik"
"Nhlrc31",0.00263198517559947,0.21710937161728,0.073,0.047,1,"CM2","Nhlrc3"
"Bud13",0.00266332816735008,0.23213303297697,0.047,0.027,1,"CM2","Bud13"
"Snx11",0.00266535527956732,0.532161060181238,0.042,0.023,1,"CM2","Snx11"
"Cnpy4",0.00266847513701004,0.38389463411302,0.022,0.01,1,"CM2","Cnpy4"
"Gm428691",0.00266922591387662,0.464515717331234,0.065,0.041,1,"CM2","Gm42869"
"Npl",0.00267102793186744,0.693224465452872,0.016,0.006,1,"CM2","Npl"
"Ptp4a11",0.00268679018028595,0.787003938778374,0.037,0.02,1,"CM2","Ptp4a1"
"4930403P22Rik",0.00270750609988275,0.571919335978723,0.016,0.006,1,"CM2","4930403P22Rik"
"Lpar1",0.00271336797522583,0.180663564872172,0.052,0.031,1,"CM2","Lpar1"
"Ccdc1571",0.00271760930868373,0.312438919884373,0.047,0.027,1,"CM2","Ccdc157"
"Samd13",0.00272053827602358,1.16752755176584,0.018,0.008,1,"CM2","Samd13"
"Gm486061",0.0027263324156981,0.249354041139534,0.056,0.034,1,"CM2","Gm48606"
"3300002I08Rik1",0.00273422132412232,0.130930118939873,0.111,0.078,1,"CM2","3300002I08Rik"
"Rbak1",0.00275764576538625,0.27021129444532,0.041,0.022,1,"CM2","Rbak"
"Pop11",0.00275975686733419,0.486537495828331,0.048,0.028,1,"CM2","Pop1"
"Gm167941",0.00277879049194919,0.148355991424483,0.064,0.04,1,"CM2","Gm16794"
"AU0411331",0.00278754175384658,0.138591525430429,0.103,0.071,1,"CM2","AU041133"
"Amz1",0.00279759839069055,0.824807246563731,0.013,0.005,1,"CM2","Amz1"
"Chic11",0.00283648640964689,0.340229439862295,0.058,0.035,1,"CM2","Chic1"
"Kcnq4",0.00290319567304487,0.528933087692931,0.024,0.011,1,"CM2","Kcnq4"
"Sybu",0.00290668471526239,0.638009829673913,0.037,0.02,1,"CM2","Sybu"
"BC065403",0.00290835181950195,0.723687635176442,0.029,0.014,1,"CM2","BC065403"
"Trmt441",0.00295015478649288,0.183934452170709,0.046,0.026,1,"CM2","Trmt44"
"Rabepk",0.00300741480668997,0.169457331942645,0.063,0.039,1,"CM2","Rabepk"
"Camk2b1",0.00302686196352304,0.481772993064465,0.039,0.022,1,"CM2","Camk2b"
"Fam71d",0.00303421502810086,0.543210395780577,0.037,0.02,1,"CM2","Fam71d"
"Htr2b1",0.0030358147595689,0.302617896358879,0.069,0.044,1,"CM2","Htr2b"
"Zfp9831",0.00305276677153377,0.312149158810317,0.061,0.038,1,"CM2","Zfp983"
"Map3k15",0.003091479458946,0.150007131389755,0.048,0.028,1,"CM2","Map3k15"
"Trim56",0.00310847515627346,0.152134287583468,0.063,0.039,1,"CM2","Trim56"
"Zfp8461",0.00312776213452616,0.105327727050514,0.111,0.078,1,"CM2","Zfp846"
"Pde9a",0.00314147779949359,0.390277578069727,0.026,0.013,1,"CM2","Pde9a"
"3010001F23Rik",0.00314283435615597,0.837173734584984,0.025,0.012,1,"CM2","3010001F23Rik"
"Gm20471",0.00317732744198285,1.41316739309552,0.012,0.004,1,"CM2","Gm20471"
"Gm26708",0.00319973834777421,0.518223423044484,0.022,0.01,1,"CM2","Gm26708"
"Pik3cd",0.00321942724913708,0.535628195728401,0.014,0.005,1,"CM2","Pik3cd"
"Gm45285",0.00322189748691513,0.630491031494874,0.022,0.01,1,"CM2","Gm45285"
"Tent5d1",0.00322543087596904,0.37337710928664,0.05,0.029,1,"CM2","Tent5d"
"Prkag31",0.00325926021240297,0.327014587008031,0.046,0.026,1,"CM2","Prkag3"
"Stk11ip",0.00326739673349887,0.255094816992354,0.035,0.019,1,"CM2","Stk11ip"
"Zfp13",0.00328525461832681,0.310934692045446,0.03,0.015,1,"CM2","Zfp13"
"Gm12758",0.00331587033808314,0.230866729254251,0.059,0.036,1,"CM2","Gm12758"
"Gm4890",0.00333042411719755,0.642051970368569,0.027,0.014,1,"CM2","Gm4890"
"Slc8a2",0.00334548316168686,0.89788422673339,0.016,0.006,1,"CM2","Slc8a2"
"Ppp2r5d",0.00337042216752972,0.132327709535105,0.067,0.043,1,"CM2","Ppp2r5d"
"Gm6566",0.00337765654802588,1.29223145773029,0.017,0.007,1,"CM2","Gm6566"
"Gm156321",0.00340653009721788,0.642735183187503,0.021,0.009,1,"CM2","Gm15632"
"Gm15511",0.00340670070742654,1.21356249108029,0.017,0.007,1,"CM2","Gm15511"
"Tcaf2",0.00343147028360882,0.565595553104133,0.02,0.009,1,"CM2","Tcaf2"
"Gm192991",0.00344796281118711,0.203230545375047,0.046,0.027,1,"CM2","Gm19299"
"Rtn4r",0.00345070030563475,0.620385546615778,0.018,0.008,1,"CM2","Rtn4r"
"Gm26910",0.00345337619743812,0.998434921158657,0.017,0.007,1,"CM2","Gm26910"
"Gm26947",0.00346450742272566,1.81094655989351,0.01,0.003,1,"CM2","Gm26947"
"Scamp5",0.00348192233376827,0.356480186517541,0.033,0.017,1,"CM2","Scamp5"
"Gpr1351",0.00349175304680588,0.865540770919776,0.018,0.008,1,"CM2","Gpr135"
"Tulp21",0.00352421299759856,0.404696760047036,0.051,0.031,1,"CM2","Tulp2"
"Acsf21",0.00353901493436358,0.117721623624142,0.08,0.053,1,"CM2","Acsf2"
"D030028A08Rik1",0.00354137511838982,0.410342360918187,0.043,0.025,1,"CM2","D030028A08Rik"
"Rnf321",0.00354480766375001,0.587218066271723,0.034,0.018,1,"CM2","Rnf32"
"Gm11739",0.00354761759582985,0.70890463129026,0.018,0.008,1,"CM2","Gm11739"
"Gnal",0.00355547696544541,0.512302097997743,0.018,0.008,1,"CM2","Gnal"
"Gm9887",0.00356369411956744,1.37343343409831,0.01,0.003,1,"CM2","Gm9887"
"Gm21958",0.00357530343486672,1.37065039124993,0.01,0.003,1,"CM2","Gm21958"
"Gm10353",0.00359068617770087,0.312732529828268,0.037,0.02,1,"CM2","Gm10353"
"Gm159321",0.00359323527280465,0.184022780269895,0.063,0.039,1,"CM2","Gm15932"
"Dok71",0.00360268383481858,0.334211808569171,0.065,0.042,1,"CM2","Dok7"
"St8sia5",0.00362404680181474,0.861187016853189,0.01,0.003,1,"CM2","St8sia5"
"Gm42477",0.00368572821891244,1.60019371083535,0.013,0.005,1,"CM2","Gm42477"
"Gm157641",0.0037714128744392,0.216903346254566,0.064,0.041,1,"CM2","Gm15764"
"4933424G05Rik1",0.0038057985511118,0.191438034612518,0.085,0.057,1,"CM2","4933424G05Rik"
"Gm4793",0.00381856559282661,0.685928408238153,0.013,0.005,1,"CM2","Gm4793"
"Ndst3",0.00382382803771707,0.282650686552151,0.013,0.005,1,"CM2","Ndst3"
"Ston2",0.00382474269394737,0.45931957313321,0.022,0.01,1,"CM2","Ston2"
"Trmt2a",0.00383794536735845,0.259740055513277,0.055,0.034,1,"CM2","Trmt2a"
"Cage11",0.00384805622126871,0.316096007631586,0.031,0.016,1,"CM2","Cage1"
"Exo5",0.00386430309398863,0.531552925282121,0.027,0.014,1,"CM2","Exo5"
"Cfap126",0.00387326288832607,0.396100231812309,0.013,0.005,1,"CM2","Cfap126"
"Ascl4",0.00399955993062103,0.387436388810775,0.025,0.012,1,"CM2","Ascl4"
"Gm26979",0.0040235322258108,0.477334750827088,0.029,0.015,1,"CM2","Gm26979"
"Pwp2",0.00404729263342607,0.477889898624017,0.035,0.019,1,"CM2","Pwp2"
"Gm50368",0.00407150277435155,0.633297741711042,0.021,0.009,1,"CM2","Gm50368"
"Vdr",0.00410311005146536,1.19494511958342,0.014,0.006,1,"CM2","Vdr"
"Gm471061",0.00420826222728033,0.337347414570808,0.043,0.025,1,"CM2","Gm47106"
"Nfkbiz",0.00424402217243588,0.147253357285266,0.037,0.02,1,"CM2","Nfkbiz"
"Gal3st2b",0.00427175449219333,1.05307981293903,0.017,0.007,1,"CM2","Gal3st2b"
"Sun31",0.00429136598657951,0.332024826364161,0.067,0.043,1,"CM2","Sun3"
"Gm13919",0.0043228906946383,0.61898322539413,0.016,0.006,1,"CM2","Gm13919"
"Acy1",0.00432917526929907,0.474770751816709,0.018,0.008,1,"CM2","Acy1"
"Gm161681",0.00435286335064488,0.122466774541238,0.115,0.082,1,"CM2","Gm16168"
"4833427F10Rik",0.00435413243208077,0.776408664273281,0.018,0.008,1,"CM2","4833427F10Rik"
"Cd28",0.0043765796434341,0.739003766347976,0.016,0.006,1,"CM2","Cd28"
"Nsun51",0.00439023091122265,0.111178324985608,0.069,0.045,1,"CM2","Nsun5"
"Tmem159",0.00442036502517549,0.391748468057701,0.047,0.028,1,"CM2","Tmem159"
"Mterf1a1",0.00442188771565794,0.45865617032917,0.046,0.027,1,"CM2","Mterf1a"
"Gm31508",0.00445945145213977,0.939600798725694,0.012,0.004,1,"CM2","Gm31508"
"Tshz3",0.00447446345068746,0.202767326530228,0.033,0.018,1,"CM2","Tshz3"
"Gm50050",0.00448539937250131,1.46918453184114,0.012,0.004,1,"CM2","Gm50050"
"Gdf15",0.00450495000248934,0.274565826785616,0.012,0.004,1,"CM2","Gdf15"
"Sh3bgrl2",0.004519173001397,0.483735151162628,0.022,0.01,1,"CM2","Sh3bgrl2"
"Gm43728",0.00456345890153876,0.41633906012548,0.022,0.01,1,"CM2","Gm43728"
"Enpp1",0.00458358847693771,0.170461723293656,0.039,0.022,1,"CM2","Enpp1"
"Gm40604",0.00462236454081151,0.358051363892439,0.027,0.014,1,"CM2","Gm40604"
"Gm395261",0.00462342030681449,0.571044714805518,0.029,0.015,1,"CM2","Gm39526"
"Gm75681",0.0046604860799284,0.489243470078305,0.029,0.015,1,"CM2","Gm7568"
"Gm485031",0.00467815588191967,0.543953733077141,0.03,0.016,1,"CM2","Gm48503"
"8030456M14Rik",0.00472754868736992,0.725308983787425,0.021,0.01,1,"CM2","8030456M14Rik"
"Mtmr71",0.00474882932421172,0.478786291185368,0.039,0.022,1,"CM2","Mtmr7"
"Sft2d2",0.00475954158963131,0.101766167928956,0.065,0.042,1,"CM2","Sft2d2"
"Selenoo",0.00482895254263514,0.159592196747946,0.064,0.041,1,"CM2","Selenoo"
"Cacnb41",0.00485813437776466,0.243619697170459,0.071,0.047,1,"CM2","Cacnb4"
"Hilpda",0.00485970329545054,0.367126255761452,0.026,0.013,1,"CM2","Hilpda"
"Gm299941",0.00493394700539105,0.528028926502551,0.026,0.013,1,"CM2","Gm29994"
"Jdp2",0.00496564970481085,0.145972025631066,0.05,0.03,1,"CM2","Jdp2"
"Ankrd61",0.00499233256349715,0.176824732616095,0.021,0.01,1,"CM2","Ankrd61"
"Ninj21",0.00503370968899632,0.409849693153451,0.034,0.019,1,"CM2","Ninj2"
"Gm43727",0.0050340425498329,1.1591921430662,0.013,0.005,1,"CM2","Gm43727"
"Ppp1r1b",0.0050340425498329,0.726464462639674,0.013,0.005,1,"CM2","Ppp1r1b"
"Ccdc88c",0.00506042963201668,0.146228038611848,0.033,0.018,1,"CM2","Ccdc88c"
"Gm48488",0.00508694209264994,1.24030384551338,0.01,0.003,1,"CM2","Gm48488"
"Mroh8",0.00511060124056235,0.926288582252542,0.01,0.003,1,"CM2","Mroh8"
"Gm454061",0.00511571278038811,0.507072578488016,0.031,0.017,1,"CM2","Gm45406"
"Gm13943",0.00513435980123893,0.996129498108601,0.01,0.003,1,"CM2","Gm13943"
"Rnf24",0.00514511453594668,0.17021118027377,0.067,0.044,1,"CM2","Rnf24"
"Tbl3",0.00516453571601715,0.324497979969959,0.039,0.022,1,"CM2","Tbl3"
"Wdr171",0.00520267385628788,0.246211891600249,0.089,0.062,1,"CM2","Wdr17"
"Gm4356",0.00531015632510052,0.984485971130401,0.017,0.007,1,"CM2","Gm4356"
"D130020L05Rik",0.00534729649581761,0.865145684669988,0.017,0.007,1,"CM2","D130020L05Rik"
"Pgbd11",0.00537622359780874,0.499492829430225,0.039,0.023,1,"CM2","Pgbd1"
"Kcnj131",0.00537776258634687,0.243296026363135,0.058,0.036,1,"CM2","Kcnj13"
"Ceacam2",0.00541143576973541,0.911579129861873,0.014,0.006,1,"CM2","Ceacam2"
"Slc51a",0.00545352658036086,0.373719219464961,0.029,0.015,1,"CM2","Slc51a"
"Rs1",0.00548387652613555,0.786596188526219,0.016,0.006,1,"CM2","Rs1"
"Wdr24",0.00548837357423612,0.151023978333369,0.022,0.011,1,"CM2","Wdr24"
