"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Txndc12",9.47960284914125e-40,0.955480349862294,0.35,0.15,2.09366508526134e-35,"CM2","Txndc12"
"Mcm8",9.98852273851515e-40,2.21940250879211,0.088,0.014,2.20606513202846e-35,"CM2","Mcm8"
"Mid11",1.01522280303743e-39,0.492504208439482,0.886,0.605,2.24222108278846e-35,"CM2","Mid1"
"Mcu1",1.5556009020168e-39,0.761714689861461,0.451,0.217,3.4357001521943e-35,"CM2","Mcu"
"Hnrnpr1",1.83208771932816e-39,0.642391516840578,0.667,0.39,4.04634893690818e-35,"CM2","Hnrnpr"
"Lpin2",3.34911992893046e-39,0.938087807029388,0.21,0.068,7.3968662750358e-35,"CM2","Lpin2"
"Shroom31",4.11189927999215e-39,0.529394576805398,0.893,0.647,9.08154074979067e-35,"CM2","Shroom3"
"Zfp6091",4.54245057531504e-39,0.58626406923625,0.79,0.502,1.00324563406408e-34,"CM2","Zfp609"
"Rrm2",4.78010243702911e-39,0.560599413463352,0.277,0.103,1.05573342424225e-34,"CM2","Rrm2"
"Vkorc1l1",5.02724695715096e-39,0.885584634380191,0.392,0.179,1.11031776295636e-34,"CM2","Vkorc1l1"
"Tcf201",5.3078515982923e-39,0.681797810787234,0.565,0.299,1.17229210399884e-34,"CM2","Tcf20"
"Sorbs2os1",6.41409211380874e-39,0.475440449482829,0.925,0.641,1.4166163842558e-34,"CM2","Sorbs2os"
"Myo5a1",8.98630176840434e-39,0.843920128580543,0.488,0.252,1.98471460856978e-34,"CM2","Myo5a"
"Slc16a101",9.00833890208008e-39,0.55385938498661,0.639,0.356,1.98958172991341e-34,"CM2","Slc16a10"
"Nup133",1.05327698893764e-38,1.09004221090029,0.196,0.061,2.32626755776767e-34,"CM2","Nup133"
"B3galt11",1.94420467020802e-38,0.640215239606917,0.617,0.344,4.29397043462143e-34,"CM2","B3galt1"
"Nek2",2.25301835873566e-38,1.63632383640264,0.093,0.016,4.97601634710358e-34,"CM2","Nek2"
"Mpp71",2.30825755281323e-38,0.679566064880831,0.607,0.34,5.0980176311433e-34,"CM2","Mpp7"
"Aaas",2.43480908883411e-38,1.39324077296192,0.149,0.039,5.37751935359902e-34,"CM2","Aaas"
"Filip11",2.46692099898625e-38,0.532055760356334,0.875,0.605,5.44844171836103e-34,"CM2","Filip1"
"Mtcp1",2.53932323425964e-38,1.63604632944323,0.158,0.043,5.60834929518584e-34,"CM2","Mtcp1"
"Katnbl11",2.66571702306307e-38,0.936882730418177,0.365,0.162,5.88750261713709e-34,"CM2","Katnbl1"
"Myo5c1",2.88534193433565e-38,1.23467537796146,0.248,0.09,6.37256619617372e-34,"CM2","Myo5c"
"Tcf121",3.12745394420713e-38,0.485495172888228,0.923,0.659,6.90729478117588e-34,"CM2","Tcf12"
"Trabd2b1",3.2736442056204e-38,0.728151862235728,0.614,0.352,7.23017059253322e-34,"CM2","Trabd2b"
"Pola2",3.28038222193247e-38,1.19182614196506,0.192,0.06,7.24505217536005e-34,"CM2","Pola2"
"Stk31",3.43030099981405e-38,0.596009916455502,0.601,0.328,7.57616278818932e-34,"CM2","Stk3"
"Pou2f11",4.03639534047935e-38,0.676141653129589,0.587,0.321,8.9147827489827e-34,"CM2","Pou2f1"
"Babam21",4.15657268841313e-38,0.595020966505302,0.752,0.468,9.18020643962923e-34,"CM2","Babam2"
"E2f2",4.71841620452706e-38,1.84792007909077,0.076,0.011,1.04210940293185e-33,"CM2","E2f2"
"Ttll41",6.37294461587001e-38,1.02216788631269,0.315,0.131,1.40752854786105e-33,"CM2","Ttll4"
"Heatr5a1",7.86473315117066e-38,0.840907787381415,0.38,0.174,1.73700496376755e-33,"CM2","Heatr5a"
"Atp11b1",8.13141895061707e-38,0.702936232734937,0.55,0.295,1.79590518943329e-33,"CM2","Atp11b"
"Arl6ip6",8.53766730466471e-38,1.06537551519478,0.267,0.102,1.88562920090825e-33,"CM2","Arl6ip6"
"Gphn1",9.4730596604189e-38,0.523324347920237,0.928,0.675,2.09221995660012e-33,"CM2","Gphn"
"Bcl7a",9.53699782405675e-38,0.980014773331486,0.284,0.111,2.10634133942117e-33,"CM2","Bcl7a"
"Stag21",1.09744668128042e-37,0.622493566305071,0.707,0.435,2.42382074027593e-33,"CM2","Stag2"
"Iqgap11",1.14590638549793e-37,0.648077746573527,0.578,0.318,2.53084884301072e-33,"CM2","Iqgap1"
"Mtfr2",1.27243499046439e-37,2.13073715384545,0.086,0.014,2.81029991993965e-33,"CM2","Mtfr2"
"Mutyh",1.28158491421514e-37,2.64679099855219,0.061,0.007,2.83050844153557e-33,"CM2","Mutyh"
"Prkca1",2.41997216666603e-37,0.529429659640876,0.885,0.628,5.34475052729859e-33,"CM2","Prkca"
"Pmf1",2.46774120733108e-37,0.906987056979134,0.21,0.07,5.45025323051143e-33,"CM2","Pmf1"
"Zw10",3.43089109978742e-37,1.27231915917229,0.179,0.054,7.5774660829905e-33,"CM2","Zw10"
"Phf201",3.63221482602049e-37,0.861355184606728,0.407,0.192,8.02210966474885e-33,"CM2","Phf20"
"Slc9a5",3.64531718843681e-37,2.41053154039517,0.063,0.007,8.05104754238155e-33,"CM2","Slc9a5"
"Zfp382",3.81315004534809e-37,1.9379131602013,0.08,0.012,8.42172319015579e-33,"CM2","Zfp382"
"Snd11",4.02616215854295e-37,0.545228779736906,0.739,0.453,8.89218174335795e-33,"CM2","Snd1"
"Ccne1",4.35219111945606e-37,1.86032072310888,0.089,0.015,9.61224930643065e-33,"CM2","Ccne1"
"Otud41",4.63921474319928e-37,0.667556182758028,0.579,0.317,1.02461696818299e-32,"CM2","Otud4"
"Ifit2",4.84381124924347e-37,1.27267451756264,0.162,0.046,1.06980415250791e-32,"CM2","Ifit2"
"Ext11",4.87466076889825e-37,0.523813940293014,0.847,0.583,1.07661757741887e-32,"CM2","Ext1"
"Setbp11",5.07124285443983e-37,0.650854603682902,0.75,0.489,1.12003469683158e-32,"CM2","Setbp1"
"Tbl1x1",5.39769414618985e-37,0.50183938503757,0.839,0.553,1.19213472912749e-32,"CM2","Tbl1x"
"Ssh21",5.69618776894834e-37,0.467503172482935,0.936,0.687,1.25806003064993e-32,"CM2","Ssh2"
"Ncaph2",5.83954638309012e-37,0.88537193809407,0.282,0.112,1.28972221416928e-32,"CM2","Ncaph2"
"Mcm5",6.05432098624468e-37,1.06735570211022,0.149,0.04,1.337157333022e-32,"CM2","Mcm5"
"Odf2l1",6.06186588581437e-37,1.12772424033167,0.248,0.093,1.33882369954096e-32,"CM2","Odf2l"
"Arhgap321",6.18156784836406e-37,0.740639989073976,0.511,0.265,1.36526107498969e-32,"CM2","Arhgap32"
"Plekha71",7.1906128843439e-37,0.732251331566386,0.503,0.259,1.58811876163619e-32,"CM2","Plekha7"
"Gk1",8.41449336231214e-37,0.632896206519019,0.616,0.348,1.85842500400026e-32,"CM2","Gk"
"Kank11",1.01788850391297e-36,0.751223418372242,0.473,0.241,2.24810854974219e-32,"CM2","Kank1"
"Elf41",1.40115665789097e-36,0.796840212183368,0.443,0.219,3.09459459461799e-32,"CM2","Elf4"
"Rad51c",1.79350975650526e-36,1.66653119317183,0.103,0.021,3.96114564821752e-32,"CM2","Rad51c"
"Spop1",2.47079285405605e-36,0.645487293445212,0.707,0.437,5.4569930974682e-32,"CM2","Spop"
"Nedd4l1",2.6138474970064e-36,0.620232589675879,0.731,0.47,5.77294358188833e-32,"CM2","Nedd4l"
"Mir99ahg1",3.05792724244217e-36,0.468740503163513,0.98,0.768,6.75373810765778e-32,"CM2","Mir99ahg"
"Snx7",3.65992952169251e-36,0.994329875686789,0.306,0.129,8.08332034161007e-32,"CM2","Snx7"
"Med141",3.71697143462263e-36,0.601611787073596,0.651,0.376,8.20930311050753e-32,"CM2","Med14"
"Gtpbp10",3.9549348868508e-36,1.09709997453734,0.209,0.07,8.73486919109867e-32,"CM2","Gtpbp10"
"Cklf",4.24811291915939e-36,1.2932597891252,0.101,0.02,9.38238219325542e-32,"CM2","Cklf"
"Gm132691",4.72592290530751e-36,0.738596049276738,0.52,0.273,1.04376733286622e-31,"CM2","Gm13269"
"Arl6ip1",4.80267222321056e-36,0.654841555209525,0.316,0.134,1.06071818721828e-31,"CM2","Arl6ip1"
"Arhgap101",4.89060640608927e-36,0.558887979564032,0.826,0.555,1.08013933084888e-31,"CM2","Arhgap10"
"C330007P06Rik1",5.13202410509923e-36,1.0486230944076,0.294,0.121,1.13345884385222e-31,"CM2","C330007P06Rik"
"Taf5",5.15882717416912e-36,1.46803487317254,0.108,0.023,1.13937856968699e-31,"CM2","Taf5"
"Gm108481",7.9655949663576e-36,0.733722242693904,0.562,0.311,1.75928130426974e-31,"CM2","Gm10848"
"Zc3h7a",8.34009517710735e-36,0.689424517698807,0.441,0.217,1.84199342081593e-31,"CM2","Zc3h7a"
"Clasp21",9.01820181033062e-36,0.55864750708351,0.711,0.433,1.99176005182962e-31,"CM2","Clasp2"
"Rfc4",9.28027237627939e-36,0.95595007288703,0.178,0.055,2.04964095702507e-31,"CM2","Rfc4"
"Lmnb2",9.74003005216905e-36,1.46811863171426,0.103,0.021,2.15118303732206e-31,"CM2","Lmnb2"
"Mier11",1.04110482020962e-35,0.556368933480592,0.601,0.33,2.29938410591496e-31,"CM2","Mier1"
"Suco",1.08555177816895e-35,0.647800703129306,0.324,0.136,2.39754965726395e-31,"CM2","Suco"
"Dcaf11",1.11206688874947e-35,0.757401327630714,0.448,0.224,2.45611093049208e-31,"CM2","Dcaf1"
"Ttc9c",1.18622729893621e-35,1.0257002171609,0.179,0.055,2.61990161243052e-31,"CM2","Ttc9c"
"Miip",1.36410736203009e-35,2.02089404044448,0.081,0.013,3.01276751977965e-31,"CM2","Miip"
"Nr2c21",1.38463938023681e-35,0.684934036551944,0.635,0.383,3.05811453519101e-31,"CM2","Nr2c2"
"Hecw21",1.57615232937905e-35,0.600929347067519,0.697,0.423,3.48109003466657e-31,"CM2","Hecw2"
"Pign1",1.57645174102665e-35,0.749423528481836,0.486,0.257,3.48175131523146e-31,"CM2","Pign"
"Ctps21",2.04082663072028e-35,0.897569434486645,0.278,0.111,4.5073696966088e-31,"CM2","Ctps2"
"Clcn51",2.08499815093704e-35,0.8002785399093,0.471,0.241,4.60492691615954e-31,"CM2","Clcn5"
"Parva1",2.25423329646948e-35,0.579820361411665,0.63,0.363,4.9786996585825e-31,"CM2","Parva"
"Ptprm1",2.46434652448596e-35,0.477957876255264,0.932,0.686,5.4427557339797e-31,"CM2","Ptprm"
"Gm363881",2.60061376314219e-35,0.873870826308701,0.378,0.174,5.74371555727583e-31,"CM2","Gm36388"
"Tbc1d41",2.63244394078284e-35,0.522807750372083,0.833,0.54,5.81401568761298e-31,"CM2","Tbc1d4"
"Atrnl11",2.68656981096627e-35,0.609695216829568,0.722,0.441,5.93355808450011e-31,"CM2","Atrnl1"
"2700038G22Rik",3.41524327529517e-35,1.92434203049168,0.099,0.02,7.54290629781691e-31,"CM2","2700038G22Rik"
"Gas2",4.49389021610071e-35,1.2944897142157,0.21,0.074,9.92520593128002e-31,"CM2","Gas2"
"Srrm11",4.70447293710204e-35,0.529003862021829,0.716,0.435,1.03902989288836e-30,"CM2","Srrm1"
"Ankrd281",5.15332943503798e-35,0.596797210609539,0.582,0.324,1.13816433902249e-30,"CM2","Ankrd28"
"Rtel1",5.72328532594805e-35,1.42764351684455,0.17,0.052,1.26404479708889e-30,"CM2","Rtel1"
"Oxr11",6.36762362436513e-35,0.694146193934683,0.584,0.334,1.40635335367728e-30,"CM2","Oxr1"
"Pard3bos11",7.40446078955692e-35,1.01336326454222,0.29,0.121,1.63534920998154e-30,"CM2","Pard3bos1"
"Wnt5b1",7.69484907975489e-35,0.920442529714174,0.38,0.181,1.69948436775466e-30,"CM2","Wnt5b"
"Rtn31",7.73925659597755e-35,0.512937056324006,0.807,0.536,1.7092922117876e-30,"CM2","Rtn3"
"Cebpg",7.77075855720578e-35,1.04119616370036,0.195,0.064,1.71624973494447e-30,"CM2","Cebpg"
"Pla2g4c",8.42139515772856e-35,4.23330280038904,0.037,0.002,1.85994933453593e-30,"CM2","Pla2g4c"
"Fhod31",8.58039290729897e-35,0.404480895807839,0.984,0.823,1.89506557750605e-30,"CM2","Fhod3"
"Nnt1",8.59422158200315e-35,1.019503124391,0.282,0.114,1.89811977860122e-30,"CM2","Nnt"
"Cbfa2t21",8.64133019499567e-35,0.616373100680391,0.61,0.346,1.90852418686674e-30,"CM2","Cbfa2t2"
"Lrrcc1",8.6581600174173e-35,0.997882362069242,0.234,0.086,1.91224122144678e-30,"CM2","Lrrcc1"
"Mcmbp",9.00674031457468e-35,0.838322767475896,0.319,0.139,1.98922866587696e-30,"CM2","Mcmbp"
"Srsf2",9.10065843820721e-35,0.530179731301521,0.842,0.569,2.00997142266244e-30,"CM2","Srsf2"
"Jph11",9.50818495071395e-35,0.768395924548222,0.43,0.212,2.09997772821468e-30,"CM2","Jph1"
"Mast21",1.05729197430249e-34,0.521555729843849,0.8,0.536,2.33513505444447e-30,"CM2","Mast2"
"Slc25a401",1.05769945357168e-34,0.892495112269865,0.335,0.148,2.3360350131584e-30,"CM2","Slc25a40"
"Pard31",1.09872026822933e-34,0.490932980781235,0.892,0.623,2.4266335844113e-30,"CM2","Pard3"
"Mcm7",1.13167092535274e-34,0.681644439674799,0.241,0.089,2.49940840573407e-30,"CM2","Mcm7"
"Kmt5a",1.53941588673456e-34,0.645351562586587,0.441,0.223,3.39995392744194e-30,"CM2","Kmt5a"
"Cux11",1.64562818123468e-34,0.483641349097318,0.841,0.584,3.63453440107491e-30,"CM2","Cux1"
"Hspa4l",2.07925891376583e-34,0.722211802385916,0.383,0.179,4.59225123694322e-30,"CM2","Hspa4l"
"Gm36198",2.08706176277648e-34,1.62293346890275,0.12,0.029,4.60948460926814e-30,"CM2","Gm36198"
"Gmnn",2.22377335969893e-34,0.31251676020216,0.358,0.158,4.91142584223105e-30,"CM2","Gmnn"
"Commd101",2.24588375143477e-34,0.682396235863193,0.475,0.243,4.96025885341883e-30,"CM2","Commd10"
"Ppp4r3a1",2.67906787058352e-34,0.537125961488047,0.595,0.331,5.91698929897076e-30,"CM2","Ppp4r3a"
"Magi31",2.91143276285051e-34,0.42147374443299,0.974,0.747,6.43019040003164e-30,"CM2","Magi3"
"Hltf1",3.05601601387428e-34,0.806753798789409,0.367,0.17,6.74951696824274e-30,"CM2","Hltf"
"Slc24a5",3.08468431984503e-34,1.9595591104384,0.095,0.019,6.81283378880973e-30,"CM2","Slc24a5"
"Gm152611",3.11607503657705e-34,1.03946214532788,0.276,0.112,6.88216332578408e-30,"CM2","Gm15261"
"Yeats21",3.14324291520661e-34,0.636879967195776,0.533,0.284,6.94216630252533e-30,"CM2","Yeats2"
"Gm202751",3.53981268737433e-34,0.742078356937905,0.414,0.201,7.81803030133495e-30,"CM2","Gm20275"
"Fam13b1",3.81697586733712e-34,0.705210784601805,0.511,0.274,8.43017290060075e-30,"CM2","Fam13b"
"Rnf141",4.20426225966372e-34,0.825134563629034,0.315,0.136,9.2855336266933e-30,"CM2","Rnf141"
"Syncrip",4.20732754807106e-34,0.537279787563609,0.681,0.416,9.29230362266974e-30,"CM2","Syncrip"
"Zcchc8",4.3090288395995e-34,0.793308236065873,0.299,0.126,9.51692109513945e-30,"CM2","Zcchc8"
"Ehmt11",4.50351555786091e-34,0.518338006244502,0.729,0.443,9.94646446109161e-30,"CM2","Ehmt1"
"Nhs1",4.54708410894636e-34,1.11833789608188,0.242,0.092,1.00426899630189e-29,"CM2","Nhs"
"Plcb41",5.11497048166878e-34,0.525359514332046,0.757,0.48,1.12969238058137e-29,"CM2","Plcb4"
"Nucks1",6.33831406016255e-34,0.328824990689142,0.595,0.323,1.3998800433275e-29,"CM2","Nucks1"
"Rnf157",6.84884839703863e-34,1.65792839619524,0.107,0.024,1.51263665696995e-29,"CM2","Rnf157"
"Rad50",7.08306437460638e-34,0.870913055750858,0.243,0.093,1.56436559777557e-29,"CM2","Rad50"
"Rbm251",7.31391210497314e-34,0.474525713095393,0.877,0.606,1.61535062750437e-29,"CM2","Rbm25"
"C2cd31",7.94609608799666e-34,1.08801708405722,0.258,0.103,1.75497478199494e-29,"CM2","C2cd3"
"Samd51",8.9918754420997e-34,0.580692617973442,0.647,0.373,1.98594561014214e-29,"CM2","Samd5"
"Jpt2",9.23726679943642e-34,1.1214355832956,0.125,0.031,2.04014274532353e-29,"CM2","Jpt2"
"Gm16036",9.53497771900853e-34,2.59781559442973,0.073,0.011,2.10589517902022e-29,"CM2","Gm16036"
"Zdhhc15",1.0367519109919e-33,1.53059011007397,0.107,0.024,2.28977027061672e-29,"CM2","Zdhhc15"
"Cep57",1.05636576603994e-33,0.993064904285371,0.276,0.114,2.33308943087581e-29,"CM2","Cep57"
"Arhgap421",1.2575703639849e-33,0.683129797323719,0.435,0.215,2.77746990589705e-29,"CM2","Arhgap42"
"Gm29170",1.28920072364358e-33,1.60963036056119,0.111,0.025,2.84732871823922e-29,"CM2","Gm29170"
"R3hdm11",1.58303722372025e-33,0.481693668796074,0.844,0.56,3.49629601230853e-29,"CM2","R3hdm1"
"Arid1a",1.59639573802994e-33,0.56777636465191,0.588,0.335,3.52579962701292e-29,"CM2","Arid1a"
"Ano61",1.73220329495051e-33,0.738363761971665,0.342,0.153,3.82574419722769e-29,"CM2","Ano6"
"Rhno1",1.78483281661755e-33,1.26814065503305,0.14,0.038,3.94198175878153e-29,"CM2","Rhno1"
"Myo9a1",1.88514559333064e-33,0.570564068218049,0.693,0.431,4.16353255743005e-29,"CM2","Myo9a"
"Pml",2.11402504037907e-33,1.35039360915037,0.163,0.05,4.6690357041812e-29,"CM2","Pml"
"Tfdp1",2.2413303332316e-33,0.879394783989806,0.305,0.132,4.95020217397531e-29,"CM2","Tfdp1"
"Hspa14",2.43827973662804e-33,0.820687588097353,0.277,0.113,5.38518462631668e-29,"CM2","Hspa14"
"Anapc11",3.1052526964722e-33,0.643322416886861,0.477,0.247,6.85826110542849e-29,"CM2","Anapc1"
"Gnasas11",3.27113698552802e-33,0.926411798605583,0.302,0.13,7.2246331462372e-29,"CM2","Gnasas1"
"Prr14l1",3.40080243758217e-33,0.835857805209989,0.37,0.175,7.51101226364398e-29,"CM2","Prr14l"
"Tbc1d8b",3.52880669451555e-33,1.12579907944022,0.197,0.068,7.79372246550704e-29,"CM2","Tbc1d8b"
"Pde3a1",4.05796522024552e-33,0.450659236248056,0.908,0.671,8.96242198543426e-29,"CM2","Pde3a"
"Arhgap261",4.44858516991994e-33,0.51362102370341,0.846,0.593,9.82514520628519e-29,"CM2","Arhgap26"
"Aig11",4.54544544056478e-33,0.486332189913125,0.792,0.52,1.00390708000314e-28,"CM2","Aig1"
"Stau21",4.68590902357403e-33,0.528649189897959,0.784,0.516,1.03492986694656e-28,"CM2","Stau2"
"0610010F05Rik1",4.91449032972748e-33,0.832662682637289,0.332,0.149,1.08541433422361e-28,"CM2","0610010F05Rik"
"Pde4d1",5.17439146458278e-33,0.35948063589175,0.982,0.767,1.14281609886775e-28,"CM2","Pde4d"
"Tardbp",5.28269972085722e-33,0.533134490958212,0.642,0.38,1.16673706034853e-28,"CM2","Tardbp"
"Larp4b1",5.59240278760236e-33,0.523018791026833,0.746,0.48,1.23513807966986e-28,"CM2","Larp4b"
"Sox61",5.61723266673756e-33,0.414344424570007,0.966,0.733,1.24062200677566e-28,"CM2","Sox6"
"Scfd21",5.68610988033179e-33,0.699973392324449,0.447,0.229,1.25583422817008e-28,"CM2","Scfd2"
"Cntrl",5.7567525195482e-33,0.989742071086443,0.284,0.121,1.27143636146742e-28,"CM2","Cntrl"
"Atp2b11",6.55820665662999e-33,0.470229048297594,0.648,0.383,1.4484455221833e-28,"CM2","Atp2b1"
"Ascc31",6.72341866117179e-33,0.510737736625582,0.715,0.444,1.4849342455064e-28,"CM2","Ascc3"
"Ppp1r12a1",7.24148948621649e-33,0.443328993638443,0.933,0.706,1.59935536792577e-28,"CM2","Ppp1r12a"
"Syne3",8.19749668569729e-33,1.5892735505256,0.14,0.039,1.8104991180031e-28,"CM2","Syne3"
"Meis11",8.41184723109987e-33,0.466372616579174,0.859,0.592,1.85784057946072e-28,"CM2","Meis1"
"Dnajc3",8.5506899814015e-33,0.740012922057735,0.388,0.187,1.88850538929233e-28,"CM2","Dnajc3"
"Cbx1",9.59901715614228e-33,0.557018844700465,0.467,0.241,2.12003892910558e-28,"CM2","Cbx1"
"Cdh131",1.04100307836257e-32,0.422632643386337,0.959,0.738,2.29915939887157e-28,"CM2","Cdh13"
"Setd21",1.27499874568093e-32,0.558860872504881,0.591,0.335,2.81596222971089e-28,"CM2","Setd2"
"Btbd101",1.36735030994091e-32,0.809382123016913,0.341,0.156,3.01992989453549e-28,"CM2","Btbd10"
"Agps1",1.37502492049287e-32,0.604971633317044,0.584,0.334,3.03688003940055e-28,"CM2","Agps"
"Fam172a1",1.3791189425176e-32,0.52590046836386,0.724,0.458,3.04592209644438e-28,"CM2","Fam172a"
"Cdan11",1.44295400873276e-32,1.21397587920576,0.193,0.066,3.18690822368718e-28,"CM2","Cdan1"
"Anapc5",1.47716158845411e-32,0.458504960718011,0.548,0.294,3.26245908425974e-28,"CM2","Anapc5"
"Memo11",1.70509802711954e-32,0.556973569435312,0.629,0.363,3.76587950269621e-28,"CM2","Memo1"
"Tcf19",1.74940669941154e-32,1.23518231437815,0.116,0.028,3.86373963632032e-28,"CM2","Tcf19"
"Arhgef71",1.81835171447739e-32,0.562472734687598,0.638,0.374,4.01601159659476e-28,"CM2","Arhgef7"
"Cdyl1",1.88123264952957e-32,0.620168583295276,0.523,0.283,4.154890429751e-28,"CM2","Cdyl"
"Gm112661",2.0894669670341e-32,0.613228829924583,0.553,0.311,4.6147967433915e-28,"CM2","Gm11266"
"Ppp1r3a1",2.29317767869117e-32,0.609299063345823,0.616,0.36,5.06471222115732e-28,"CM2","Ppp1r3a"
"Pum21",2.3373396401757e-32,0.510522059291028,0.818,0.555,5.16224832929206e-28,"CM2","Pum2"
"Map3k201",2.67218112987354e-32,0.488694230041706,0.797,0.527,5.9017792434387e-28,"CM2","Map3k20"
"Cdkn3",2.70573036772392e-32,0.956859380576232,0.125,0.032,5.97587609015505e-28,"CM2","Cdkn3"
"Fnip11",2.90155801495096e-32,0.502036449110461,0.746,0.489,6.40838103182069e-28,"CM2","Fnip1"
"Iws11",3.2484116294361e-32,0.627796261816649,0.49,0.257,7.17444192477257e-28,"CM2","Iws1"
"Raph11",3.31894217718294e-32,0.447823475641942,0.852,0.599,7.33021569252623e-28,"CM2","Raph1"
"Cdh201",3.33103477684684e-32,0.84506951919171,0.396,0.197,7.35692340814394e-28,"CM2","Cdh20"
"Kcnn21",4.05314244564632e-32,0.450980912504744,0.91,0.654,8.95177040545446e-28,"CM2","Kcnn2"
"Usp131",5.06014337877185e-32,0.486615849433239,0.805,0.575,1.11758326663555e-27,"CM2","Usp13"
"Pakap.11",5.22775916149785e-32,0.499991883860902,0.871,0.654,1.15460288840841e-27,"CM2","Pakap.1"
"Gm4425",6.7222426950597e-32,2.92740636680164,0.059,0.008,1.48467452163088e-27,"CM2","Gm4425"
"Casp8",6.92091603730187e-32,1.04315695779698,0.158,0.049,1.52855351599849e-27,"CM2","Casp8"
"Mettl151",7.17218876081775e-32,0.738985515501576,0.386,0.188,1.58404960971421e-27,"CM2","Mettl15"
"Notch21",7.29423122444769e-32,0.68450011145818,0.492,0.263,1.61100390823152e-27,"CM2","Notch2"
"Tgfbr11",9.86426526129193e-32,0.677454719245028,0.439,0.225,2.17862162560894e-27,"CM2","Tgfbr1"
"L3mbtl2",1.08712016229286e-31,1.52802765484769,0.099,0.022,2.40101359044001e-27,"CM2","L3mbtl2"
"Adgrl21",1.08767807015666e-31,0.556421787291791,0.769,0.505,2.40224578574801e-27,"CM2","Adgrl2"
"Sgk31",1.2065713124002e-31,0.752524612229575,0.344,0.159,2.66483340056709e-27,"CM2","Sgk3"
"Dzip1l",1.26850301749008e-31,1.08907259053,0.145,0.042,2.8016157644286e-27,"CM2","Dzip1l"
"Taf31",1.33888780741102e-31,0.804616284687353,0.348,0.165,2.95706761144797e-27,"CM2","Taf3"
"Akap8",1.36077758348169e-31,0.717039173121137,0.324,0.147,3.00541337087766e-27,"CM2","Akap8"
"Gm2788",1.4605231574291e-31,2.72988070359256,0.041,0.003,3.2257114454979e-27,"CM2","Gm2788"
"Dlc11",1.5012774684782e-31,0.401228917953615,0.97,0.767,3.31572141688095e-27,"CM2","Dlc1"
"Znrf31",1.62351040431408e-31,0.580566799318449,0.651,0.399,3.58568507896809e-27,"CM2","Znrf3"
"Nectin31",2.11578110003109e-31,0.733029310040028,0.369,0.177,4.67291413752866e-27,"CM2","Nectin3"
"Vps13b1",2.13457778965246e-31,0.470819398392574,0.767,0.499,4.71442850622642e-27,"CM2","Vps13b"
"Gab11",2.40237868351161e-31,0.47076754328072,0.795,0.516,5.30589356040373e-27,"CM2","Gab1"
"Phlpp11",2.60401635361871e-31,0.481167288974896,0.792,0.531,5.75123051860228e-27,"CM2","Phlpp1"
"Ankhd11",2.67378287581858e-31,0.531900194634587,0.705,0.443,5.90531685953291e-27,"CM2","Ankhd1"
"Gle1",2.6934203155948e-31,1.00717585817924,0.174,0.057,5.94868810902268e-27,"CM2","Gle1"
"Tdp1",2.69615503077843e-31,0.990744701423246,0.205,0.074,5.95472800097724e-27,"CM2","Tdp1"
"Sik21",3.16713165585037e-31,0.66116645208444,0.461,0.243,6.99492697511113e-27,"CM2","Sik2"
"Fras11",3.40884016334127e-31,0.726335976267014,0.518,0.301,7.52876438475552e-27,"CM2","Fras1"
"Mlh11",3.55856662829505e-31,0.873154530947184,0.263,0.107,7.85945025525245e-27,"CM2","Mlh1"
"Tnrc6a1",3.94043306366405e-31,0.4929053923377,0.771,0.51,8.70284046440842e-27,"CM2","Tnrc6a"
"Slbp",4.0484889699257e-31,0.873138935389365,0.264,0.11,8.9414927389779e-27,"CM2","Slbp"
"Prpf4",4.61263204465553e-31,1.1782386893711,0.144,0.042,1.01874591338262e-26,"CM2","Prpf4"
"Phactr41",4.83015590601603e-31,0.67462247302017,0.441,0.23,1.0667882334027e-26,"CM2","Phactr4"
"Pot1a",4.94483019636728e-31,0.866442642725338,0.288,0.126,1.09211519716968e-26,"CM2","Pot1a"
"Dipk2a",5.19850450178851e-31,0.893111655754916,0.252,0.103,1.14814170426501e-26,"CM2","Dipk2a"
